0	1
0.0314159	1
0.0628319	0.999013
0.0942478	0.997039
0.125664	0.994079
0.15708	0.990135
0.188496	0.98521
0.219911	0.979308
0.251327	0.972433
0.282743	0.964592
0.314159	0.955791
0.345575	0.946038
0.376991	0.935342
0.408407	0.923712
0.439823	0.911159
0.471239	0.897694
0.502655	0.88333
0.534071	0.86808
0.565487	0.851958
0.596903	0.834979
0.628319	0.81716
0.659734	0.798516
0.69115	0.779066
0.722566	0.758828
0.753982	0.737821
0.785398	0.716065
0.816814	0.693581
0.84823	0.67039
0.879646	0.646514
0.911062	0.621977
0.942478	0.596802
0.973894	0.571013
1.00531	0.544635
1.03673	0.517693
1.06814	0.490214
1.09956	0.462224
1.13097	0.43375
1.16239	0.404819
1.19381	0.375461
1.22522	0.345703
1.25664	0.315575
1.28805	0.285105
1.31947	0.254324
1.35088	0.223262
1.3823	0.191949
1.41372	0.160415
1.44513	0.128692
1.47655	0.0968101
1.50796	0.0648015
1.53938	0.0326974
1.5708	0.000529361
1.60221	-0.031671
1.63363	-0.0638718
1.66504	-0.0960414
1.69646	-0.128148
1.72788	-0.16016
1.75929	-0.192045
1.79071	-0.223772
1.82212	-0.25531
1.85354	-0.286627
1.88496	-0.317692
1.91637	-0.348474
1.94779	-0.378942
1.9792	-0.409066
2.01062	-0.438817
2.04204	-0.468164
2.07345	-0.497077
2.10487	-0.525529
2.13628	-0.55349
2.1677	-0.580932
2.19911	-0.607828
2.23053	-0.634151
2.26195	-0.659874
2.29336	-0.684971
2.32478	-0.709416
2.35619	-0.733186
2.38761	-0.756255
2.41903	-0.778601
2.45044	-0.8002
2.48186	-0.821031
2.51327	-0.841073
2.54469	-0.860303
2.57611	-0.878704
2.60752	-0.896256
2.63894	-0.91294
2.67035	-0.92874
2.70177	-0.943639
2.73319	-0.957621
2.7646	-0.970672
2.79602	-0.982778
2.82743	-0.993926
2.85885	-1.0041
2.89027	-1.0133
2.92168	-1.02151
2.9531	-1.02871
2.98451	-1.03491
3.01593	-1.04009
3.04734	-1.04425
3.07876	-1.04739
3.11018	-1.04949
3.14159	-1.05056
3.17301	-1.05059
3.20442	-1.04959
3.23584	-1.04755
3.26726	-1.04448
3.29867	-1.04037
3.33009	-1.03523
3.3615	-1.02906
3.39292	-1.02187
3.42434	-1.01367
3.45575	-1.00445
3.48717	-0.994239
3.51858	-0.983034
